,School_Name,District,Latitude,Longitude,Address,Student_Attendance_Rate,Average_ELA_Proficiency,Average_Math_Proficiency,avg_math_ela,borough
525,P.S. 026 JESSE OWENS,16,40.691976,-73.931488,"1014 LAFAYETTE AVE BROOKLYN, NY 11221",0.9,2.5,2.5,2.5,3
526,P.S. 028 THE WARREN PREP ACADEMY,16,40.678161,-73.920219,"1001 HERKIMER ST BROOKLYN, NY 11233",0.91,2.13,2.15,2.1399999999999997,3
527,M.S. 035 STEPHEN DECATUR,16,40.681708,-73.935722,"272 MCDONOUGH ST BROOKLYN, NY 11233",0.92,2.41,2.39,2.4000000000000004,3
528,P.S. 040 GEORGE W. CARVER,16,40.680202,-73.921465,"265 RALPH AVE BROOKLYN, NY 11233",0.92,2.14,2.24,2.1900000000000004,3
529,J.H.S. 057 WHITELAW REID,16,40.691396,-73.93314,"125 STUYVESANT AVE BROOKLYN, NY 11221",0.9,2.37,2.29,2.33,3
530,P.S. 081 THADDEUS STEVENS,16,40.692927,-73.934795,"990 DEKALB AVE BROOKLYN, NY 11221",0.9,2.24,2.38,2.31,3
531,P.S. 243K- THE WEEKSVILLE SCHOOL,16,40.675732,-73.935082,"1580 DEAN ST BROOKLYN, NY 11213",0.9,2.18,2.47,2.325,3
532,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,16,40.683055,-73.929959,"500 MACON ST BROOKLYN, NY 11233",0.92,2.55,2.41,2.48,3
533,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",16,40.687938,-73.932378,"800 GATES AVE BROOKLYN, NY 11221",0.86,2.43,2.42,2.425,3
534,P.S. 308 CLARA CARDWELL,16,40.688447,-73.935295,"616 QUINCY ST BROOKLYN, NY 11221",0.89,2.27,2.01,2.1399999999999997,3
535,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,16,40.688119,-73.924441,"794 MONROE ST BROOKLYN, NY 11221",0.92,2.14,2.24,2.1900000000000004,3
536,P.S. 335 GRANVILLE T. WOODS,16,40.674464,-73.928381,"130 ROCHESTER AVE BROOKLYN, NY 11213",0.9,2.33,2.35,2.34,3
537,M.S. 584,16,40.674464,-73.928381,"130 ROCHESTER AVE BROOKLYN, NY 11213",0.9,2.09,1.98,2.035,3
538,BRIGHTER CHOICE COMMUNITY SCHOOL,16,40.693761,-73.940731,"280 HART ST BROOKLYN, NY 11206",0.91,2.62,2.48,2.55,3
539,BROOKLYN BROWNSTONE SCHOOL,16,40.681708,-73.935722,"272 MCDONOUGH ST BROOKLYN, NY 11233",0.94,2.64,2.75,2.6950000000000003,3
540,MADIBA PREP MIDDLE SCHOOL,16,40.691976,-73.931488,"1014 LAFAYETTE AVE BROOKLYN, NY 11221",0.91,2.18,2.13,2.1550000000000002,3
541,PARKSIDE PREPARATORY ACADEMY,17,40.656389,-73.951462,"655 PARKSIDE AVE BROOKLYN, NY 11226",0.94,2.46,2.42,2.44,3
542,NORMA ADAMS CLEMONS ACADEMY,17,40.648983,-73.956246,"43 SNYDER AVE BROOKLYN, NY 11226",0.92,2.31,2.46,2.385,3
543,DR. JACQUELINE PEEK-DAVIS SCHOOL,23,40.673118,-73.920067,"430 HOWARD AVE BROOKLYN, NY 11233",0.9,2.26,2.19,2.2249999999999996,3
544,M.S. 061 DR. GLADSTONE H. ATWELL,17,40.663676,-73.949034,"400 EMPIRE BLVD BROOKLYN, NY 11225",0.93,2.36,2.32,2.34,3
545,P.S. 091 THE ALBANY AVENUE SCHOOL,17,40.661792,-73.940462,"532 ALBANY AVE BROOKLYN, NY 11203",0.92,2.18,2.22,2.2,3
546,P.S. 092 ADRIAN HEGEMAN,17,40.656271,-73.954146,"601 PARKSIDE AVE BROOKLYN, NY 11226",0.92,2.14,2.22,2.18,3
547,P.S. 138 BROOKLYN,17,40.673945,-73.951395,"760 PROSPECT PL BROOKLYN, NY 11216",0.91,2.47,2.54,2.505,3
548,P.S. 161 THE CROWN,17,40.665905,-73.9492,"330 CROWN ST BROOKLYN, NY 11225",0.94,2.45,2.64,2.545,3
549,P.S. 181 BROOKLYN,17,40.64809,-73.945911,"1023 NEW YORK AVE BROOKLYN, NY 11203",0.92,2.27,2.17,2.2199999999999998,3
550,P.S. 189 THE BILINGUAL CENTER,17,40.665446,-73.925681,"1100 E NEW YORK AVE BROOKLYN, NY 11212",0.94,2.66,2.91,2.785,3
551,P.S. 191 PAUL ROBESON,17,40.671812,-73.924196,"1600 PARK PL BROOKLYN, NY 11233",0.89,2.21,2.55,2.38,3
552,P.S. 221 TOUSSAINT L'OUVERTURE,17,40.663936,-73.93606,"791 EMPIRE BLVD BROOKLYN, NY 11213",0.91,2.44,2.49,2.465,3
553,P.S. 241 EMMA L. JOHNSTON,17,40.668884,-73.960541,"976 PRESIDENT ST BROOKLYN, NY 11225",0.93,2.61,2.95,2.7800000000000002,3
554,M.S. 246 WALT WHITMAN,17,40.648365,-73.953433,"72 VERONICA PL BROOKLYN, NY 11226",0.91,2.24,2.03,2.135,3
555,P.S. 249 THE CATON,17,40.649555,-73.966506,"18 MARLBOROUGH RD BROOKLYN, NY 11226",0.94,2.75,3.19,2.9699999999999998,3
556,P.S. 289 GEORGE V. BROWER,17,40.67424,-73.9424,"900 ST MARKS AVE BROOKLYN, NY 11213",0.89,2.51,2.53,2.5199999999999996,3
557,P.S. 316 ELIJAH STROUD,17,40.674551,-73.960867,"750 CLASSON AVE BROOKLYN, NY 11238",0.94,2.57,2.85,2.71,3
558,I.S. 340,13,40.67627,-73.969722,"227 STERLING PL BROOKLYN, NY 11238",0.93,2.73,2.47,2.6,3
559,EBBETS FIELD MIDDLE SCHOOL,17,40.664878,-73.959522,"46 MCKEEVER PL BROOKLYN, NY 11225",0.91,2.12,2.11,2.115,3
560,ELIJAH STROUD MIDDLE SCHOOL,17,40.674551,-73.960867,"750 CLASSON AVE BROOKLYN, NY 11238",0.93,2.16,2.14,2.1500000000000004,3
561,THE SCHOOL OF INTEGRATED LEARNING,17,40.672272,-73.937164,"1224 PARK PL BROOKLYN, NY 11213",0.92,2.69,2.64,2.665,3
562,P.S. 375 JACKIE ROBINSON SCHOOL,17,40.664878,-73.959522,"46 MCKEEVER PL BROOKLYN, NY 11225",0.9,2.2,2.44,2.3200000000000003,3
563,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,17,40.649588,-73.957176,"911 FLATBUSH AVE BROOKLYN, NY 11226",0.95,2.27,2.27,2.27,3
564,M.S. K394,17,40.672706,-73.92893,"188 ROCHESTER AVE BROOKLYN, NY 11213",0.92,2.35,2.21,2.2800000000000002,3
565,P.S. 397 FOSTER-LAURIE,17,40.658733,-73.946384,"490 FENIMORE ST BROOKLYN, NY 11203",0.93,2.25,2.22,2.2350000000000003,3
566,P.S. 398 WALTER WEAVER,17,40.663966,-73.927858,"60 E 94TH ST BROOKLYN, NY 11212",0.88,2.24,2.26,2.25,3
567,P.S. 399 STANLEY EUGENE CLARK,17,40.648247,-73.951778,"2707 ALBERMARLE RD BROOKLYN, NY 11226",0.93,2.36,2.38,2.37,3
568,RONALD EDMONDS LEARNING CENTER II,23,40.673118,-73.920067,"430 HOWARD AVE BROOKLYN, NY 11233",0.9,2.32,2.17,2.245,3
569,"SCHOOL FOR HUMAN RIGHTS, THE",17,40.658665,-73.943838,"600 KINGSTON AVE BROOKLYN, NY 11203",0.94,2.38,2.23,2.3049999999999997,3
570,SCHOOL FOR DEMOCRACY AND LEADERSHIP,17,40.658665,-73.943838,"600 KINGSTON AVE BROOKLYN, NY 11203",0.88,2.06,2.05,2.0549999999999997,3
571,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",17,40.649588,-73.957176,"911 FLATBUSH AVE BROOKLYN, NY 11226",0.97,2.96,2.98,2.9699999999999998,3
572,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,17,40.667,-73.951014,"1186 CARROLL ST BROOKLYN, NY 11225",0.97,3.4,3.41,3.4050000000000002,3
573,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,17,40.677036,-73.960074,"443 ST MARKS AVE BROOKLYN, NY 11238",0.91,2.19,2.24,2.215,3
574,NEW HEIGHTS MIDDLE SCHOOL,17,40.662087,-73.936458,"790 E NEW YORK AVE BROOKLYN, NY 11203",0.93,2.12,2.13,2.125,3
575,P.S. 770 NEW AMERICAN ACADEMY,17,40.663966,-73.927858,"60 E 94TH ST BROOKLYN, NY 11212",0.93,2.26,2.2,2.23,3
576,P.S. 66,18,40.648646,-73.906851,"845 E 96TH ST BROOKLYN, NY 11236",0.95,2.5,2.69,2.5949999999999998,3
577,I.S. 068 ISAAC BILDERSEE,18,40.63522,-73.910912,"956 E 82ND ST BROOKLYN, NY 11236",0.92,2.22,2.14,2.18,3
578,P.S. 114 RYDER ELEMENTARY,18,40.642544,-73.90803,"1077 REMSEN AVE BROOKLYN, NY 11236",0.92,2.28,2.36,2.32,3
579,P.S. 115 DANIEL MUCATEL SCHOOL,18,40.634851,-73.897895,"1500 E 92ND ST BROOKLYN, NY 11236",0.94,2.49,2.6,2.545,3
580,P.S. 135 SHELDON A. BROOKNER,18,40.653258,-73.932975,"684 LINDEN BLVD BROOKLYN, NY 11203",0.95,2.51,2.43,2.4699999999999998,3
581,P.S. 208 ELSA EBELING,18,40.642701,-73.9309,"4801 AVE D BROOKLYN, NY 11203",0.94,2.53,2.51,2.5199999999999996,3
582,I.S. 211 JOHN WILSON,18,40.643163,-73.895658,"1001 E 100TH ST BROOKLYN, NY 11236",0.93,2.47,2.37,2.42,3
583,P.S. 219 KENNEDY-KING,18,40.658996,-73.922485,"1060 CLARKSON AVE BROOKLYN, NY 11212",0.91,2.38,2.34,2.36,3
584,P.S. 233 LANGSTON HUGHES,18,40.651408,-73.914021,"9301 AVE B BROOKLYN, NY 11236",0.93,2.43,2.41,2.42,3
585,P.S. 235 JANICE MARIE KNIGHT SCHOOL,18,40.654737,-73.940641,"525 LENOX RD BROOKLYN, NY 11203",0.95,3.05,3.1,3.075,3
586,P.S. 244 RICHARD R. GREEN,18,40.647918,-73.925602,"5404 TILDEN AVE BROOKLYN, NY 11203",0.92,2.33,2.6,2.465,3
587,P.S. 268 EMMA LAZARUS,18,40.657324,-73.927558,"133 E 53RD ST BROOKLYN, NY 11203",0.93,2.26,2.29,2.275,3
588,P.S. 272 CURTIS ESTABROOK,18,40.626334,-73.900586,"101-24 SEAVIEW AVE BROOKLYN, NY 11236",0.9,2.16,2.26,2.21,3
589,P.S. 276 LOUIS MARSHALL,18,40.633955,-73.908254,"1070 E 83RD ST BROOKLYN, NY 11236",0.93,2.27,2.4,2.335,3
590,P.S. 279 HERMAN SCHREIBER,18,40.644044,-73.892737,"1070 E 104TH ST BROOKLYN, NY 11236",0.94,2.46,2.49,2.475,3
591,I.S. 285 MEYER LEVIN,18,40.647443,-73.920775,"5909 BEVERLY RD BROOKLYN, NY 11203",0.92,2.48,2.3,2.3899999999999997,3
592,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,18,40.647417,-73.891766,"965 E 107TH ST BROOKLYN, NY 11236",0.95,2.47,2.37,2.42,3
593,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,18,40.658685,-73.928682,"905 WINTHROP ST BROOKLYN, NY 11203",0.92,2.17,2.15,2.16,3
594,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,18,40.65785,-73.920032,"1084 LENOX RD BROOKLYN, NY 11212",0.92,2.29,2.18,2.2350000000000003,3
595,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,18,40.658685,-73.928682,"905 WINTHROP ST BROOKLYN, NY 11203",0.92,2.36,2.09,2.2249999999999996,3
596,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,18,40.647918,-73.925602,"5404 TILDEN AVE BROOKLYN, NY 11203",0.95,2.39,2.27,2.33,3
597,P.S. 007 ABRAHAM LINCOLN,19,40.689594,-73.872989,"858 JAMAICA AVE BROOKLYN, NY 11208",0.92,2.34,2.4,2.37,3
598,P.S. 013 ROBERTO CLEMENTE,19,40.663784,-73.893259,"557 PENNSYLVANIA AVE BROOKLYN, NY 11207",0.91,2.29,2.28,2.285,3
599,P.S. 065,19,40.686902,-73.878276,"696 JAMAICA AVE BROOKLYN, NY 11208",0.94,2.54,2.83,2.685,3
600,P.S. 089 CYPRESS HILLS,19,40.677777,-73.886699,"265 WARWICK ST BROOKLYN, NY 11207",0.95,2.2,2.27,2.2350000000000003,3
601,P.S. 108 SAL ABBRACCIAMENTO,19,40.681272,-73.884346,"200 LINWOOD ST BROOKLYN, NY 11208",0.92,2.69,2.87,2.7800000000000002,3
602,P.S. 149 DANNY KAYE,19,40.669352,-73.89276,"700 SUTTER AVE BROOKLYN, NY 11207",0.9,2.15,2.31,2.23,3
603,P.S. 158 WARWICK,19,40.672588,-73.885197,"400 ASHFORD ST BROOKLYN, NY 11207",0.9,2.24,2.29,2.265,3
604,P.S. 159 ISAAC PITKIN,19,40.676117,-73.869676,"2781 PITKIN AVE BROOKLYN, NY 11208",0.91,2.38,2.54,2.46,3
605,I.S. 171 ABRAHAM LINCOLN,19,40.685841,-73.869429,"528 RIDGEWOOD AVE BROOKLYN, NY 11208",0.92,2.27,2.2,2.2350000000000003,3
606,P.S. 190 SHEFFIELD,19,40.662265,-73.894749,"590 SHEFFIELD AVE BROOKLYN, NY 11207",0.88,2.46,2.39,2.425,3
607,P.S. 202 ERNEST S. JENKYNS,19,40.666256,-73.876405,"982 HEGEMAN AVE BROOKLYN, NY 11208",0.89,2.18,2.22,2.2,3
608,P.S. 213 NEW LOTS,19,40.660048,-73.890219,"580 HEGEMAN AVE BROOKLYN, NY 11207",0.9,2.11,2.18,2.145,3
609,P.S. 214 MICHAEL FRIEDSAM,19,40.676324,-73.863062,"2944 PITKIN AVE BROOKLYN, NY 11208",0.93,2.36,2.57,2.465,3
610,J.H.S. 218 JAMES P. SINNOTT,19,40.670064,-73.874556,"370 FOUNTAIN AVE BROOKLYN, NY 11208",0.89,2.16,2.14,2.1500000000000004,3
611,P.S. 224 HALE A. WOODRUFF,19,40.664057,-73.866271,"755 WORTMAN AVE BROOKLYN, NY 11208",0.91,2.21,2.31,2.26,3
612,P.S. 273 WORTMAN,19,40.657867,-73.879289,"923 JEROME ST BROOKLYN, NY 11207",0.91,2.36,2.33,2.3449999999999998,3
613,P.S. 290 JUAN MOREL CAMPOS,19,40.677932,-73.889763,"135 SCHENCK AVE BROOKLYN, NY 11207",0.92,2.55,2.74,2.645,3
614,J.H.S. 292 MARGARET S. DOUGLAS,19,40.671887,-73.893453,"301 VERMONT ST BROOKLYN, NY 11207",0.91,2.39,2.44,2.415,3
615,P.S. 306 ETHAN ALLEN,19,40.655261,-73.886334,"970 VERMONT ST BROOKLYN, NY 11207",0.86,2.12,2.04,2.08,3
616,ESSENCE SCHOOL,19,40.662265,-73.894749,"590 SHEFFIELD AVE BROOKLYN, NY 11207",0.9,1.95,1.9,1.9249999999999998,3
617,THE FRESH CREEK SCHOOL,19,40.65401,-73.894627,"875 WILLIAMS RD BROOKLYN, NY 11207",0.92,2.04,2.12,2.08,3
618,P.S. 328 PHYLLIS WHEATLEY,19,40.667817,-73.898173,"330 ALABAMA AVE BROOKLYN, NY 11207",0.88,2.11,2.22,2.165,3
619,P.S. 345 PATROLMAN ROBERT BOLDEN,19,40.676188,-73.879886,"111 BERRIMAN ST BROOKLYN, NY 11208",0.91,2.28,2.3,2.29,3
620,P.S. 346 ABE STARK,19,40.646745,-73.881849,"1400 PENNSYLVANIA AVE BROOKLYN, NY 11239",0.93,2.45,2.54,2.495,3
621,I.S. 364 GATEWAY,19,40.646471,-73.881132,"1426 FREEPORT LOOP BROOKLYN, NY 11239",0.92,2.49,2.3,2.395,3
622,ACADEMY FOR YOUNG WRITERS,19,40.6573,-73.874138,"1065 ELTON ST BROOKLYN, NY 11208",0.9,2.16,1.98,2.0700000000000003,3
623,EAST NEW YORK FAMILY ACADEMY,19,40.661208,-73.886779,"2057 LINDEN BLVD BROOKLYN, NY 11207",0.95,2.61,2.74,2.675,3
624,SPRING CREEK COMMUNITY SCHOOL,19,40.6573,-73.874138,"1065 ELTON ST BROOKLYN, NY 11208",0.91,2.27,2.1,2.185,3
625,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,19,40.646745,-73.881849,"1400 PENNSYLVANIA AVE BROOKLYN, NY 11239",0.95,2.72,2.63,2.675,3
626,VAN SICLEN COMMUNITY MIDDLE SCHOOL,19,40.659637,-73.885597,"800 VAN SICLEN AVE BROOKLYN, NY 11207",0.9,1.96,1.95,1.955,3
627,VISTA ACADEMY,19,40.676982,-73.883838,"350 LINWOOD ST BROOKLYN, NY 11208",0.93,2.22,2.45,2.335,3
628,LIBERTY AVENUE MIDDLE SCHOOL,19,40.676982,-73.883838,"350 LINWOOD ST BROOKLYN, NY 11208",0.92,2.32,2.31,2.315,3
629,SCHOOL OF THE FUTURE BROOKLYN,19,40.665557,-73.897641,"574 DUMONT AVE BROOKLYN, NY 11207",0.94,2.19,2.2,2.1950000000000003,3
630,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,19,40.669568,-73.879189,"605 SHEPHERD AVE BROOKLYN, NY 11208",0.92,2.25,2.4,2.325,3
631,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,19,40.669568,-73.879189,"605 SHEPHERD AVE BROOKLYN, NY 11208",0.92,2.19,2.07,2.13,3
632,HIGHLAND PARK COMMUNITY SCHOOL,19,40.685841,-73.869429,"528 RIDGEWOOD AVE BROOKLYN, NY 11208",0.91,2.34,2.14,2.24,3
633,P.S./I.S. 30 MARY WHITE OVINGTON,20,40.633733,-74.02422,"7002 4TH AVE BROOKLYN, NY 11209",0.95,2.71,2.81,2.76,3
634,P.S. 048 MAPLETON,20,40.621555,-73.987279,"6015 18TH AVE BROOKLYN, NY 11204",0.95,2.64,3.0,2.8200000000000003,3
635,J.H.S. 062 DITMAS,20,40.638574,-73.97124,"700 CORTELYOU RD BROOKLYN, NY 11218",0.95,2.41,2.46,2.435,3
636,P.S. 69 VINCENT D. GRIPPO SCHOOL,20,40.63239,-74.009637,"6302 9TH AVE BROOKLYN, NY 11220",0.98,2.82,3.32,3.07,3
637,P.S. 102 THE BAYVIEW,20,40.634338,-74.028923,"211 72ND ST BROOKLYN, NY 11209",0.96,2.88,3.2,3.04,3
638,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,20,40.618025,-74.028588,"9115 5TH AVE BROOKLYN, NY 11209",0.96,2.82,3.09,2.955,3
639,P.S. 105 THE BLYTHEBOURNE,20,40.633244,-74.003507,"1031 59TH ST BROOKLYN, NY 11219",0.99,2.71,3.44,3.075,3
640,P.S. 112 LEFFERTS PARK,20,40.619415,-74.000572,"7115 15TH AVE BROOKLYN, NY 11228",0.96,2.84,2.98,2.91,3
641,P.S. 127 MCKINLEY PARK,20,40.623807,-74.018575,"7805 7TH AVE BROOKLYN, NY 11228",0.95,2.8,2.97,2.885,3
642,P.S. 160 WILLIAM T. SAMPSON,20,40.636935,-73.999073,"5105 FORT HAMILTON PKWY BROOKLYN, NY 11219",0.97,2.69,3.25,2.9699999999999998,3
643,P.S. 163 BATH BEACH,20,40.606594,-74.007612,"109 BAY 14TH ST BROOKLYN, NY 11214",0.96,2.69,3.07,2.88,3
644,P.S. 164 CAESAR RODNEY,20,40.637173,-73.985845,"4211 14TH AVE BROOKLYN, NY 11219",0.96,2.5,2.8,2.65,3
645,RALPH A. FABRIZIO SCHOOL,20,40.63037,-74.018707,"7109 6TH AVE BROOKLYN, NY 11209",0.96,2.67,3.12,2.895,3
646,P.S. 176 OVINGTON,20,40.624759,-74.005074,"1225 69TH ST BROOKLYN, NY 11219",0.97,2.98,3.41,3.1950000000000003,3
647,P.S. 179 KENSINGTON,20,40.64022,-73.977267,"202 AVE C BROOKLYN, NY 11218",0.93,2.39,2.51,2.45,3
648,THE SEEALL ACADEMY,20,40.62659,-73.989464,"5601 16TH AVE BROOKLYN, NY 11204",0.97,2.74,3.03,2.885,3
649,P.S. 185 WALTER KASSENBROCK,20,40.623635,-74.033492,"8601 RIDGE BLVD BROOKLYN, NY 11209",0.95,2.9,3.11,3.005,3
650,P.S. 186 DR. IRVING A GLADSTONE,20,40.611106,-73.994593,"7601 19TH AVE BROOKLYN, NY 11214",0.96,2.81,3.15,2.98,3
651,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,20,40.627847,-74.004003,"1171 65TH ST BROOKLYN, NY 11219",0.98,3.83,4.19,4.01,3
652,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,20,40.628989,-73.979862,"4715 18TH AVE BROOKLYN, NY 11204",0.94,2.46,2.59,2.525,3
653,P.S. 200 BENSON SCHOOL,20,40.602902,-74.001826,"1940 BENSON AVE BROOKLYN, NY 11214",0.95,2.76,3.13,2.945,3
654,J.H.S. 201 THE DYKER HEIGHTS,20,40.618745,-74.01331,"8010 12TH AVE BROOKLYN, NY 11228",0.97,3.13,3.36,3.245,3
655,P.S. 204 VINCE LOMBARDI,20,40.61368,-74.006356,"8101 15TH AVE BROOKLYN, NY 11228",0.96,2.93,3.23,3.08,3
656,P.S. 205 CLARION,20,40.614826,-73.986999,"6701 20TH AVE BROOKLYN, NY 11204",0.96,2.85,3.17,3.01,3
657,J.H.S. 220 JOHN J. PERSHING,20,40.640773,-74.000808,"4812 9TH AVE BROOKLYN, NY 11220",0.95,2.42,2.81,2.615,3
658,J.H.S. 223 THE MONTAUK,20,40.634787,-73.981631,"4200 16TH AVE BROOKLYN, NY 11204",0.96,2.43,2.89,2.66,3
659,J.H.S. 227 EDWARD B. SHALLOW,20,40.621845,-73.995529,"6500 16TH AVE BROOKLYN, NY 11204",0.96,2.49,2.83,2.66,3
660,P.S. 229 DYKER,20,40.610577,-74.013301,"1400 BENSON AVE BROOKLYN, NY 11228",0.97,3.11,3.44,3.275,3
661,P.S. 247 BROOKLYN,20,40.612249,-73.987219,"7000 21ST AVE BROOKLYN, NY 11204",0.96,2.93,3.44,3.185,3
662,J.H.S. 259 WILLIAM MCKINLEY,20,40.626227,-74.014758,"7301 FT HAMILTON PKWY BROOKLYN, NY 11228",0.96,2.92,3.28,3.0999999999999996,3
663,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,20,40.621006,-74.029639,"371 89TH ST BROOKLYN, NY 11209",0.96,2.61,3.02,2.815,3
664,THE SCHOOL FOR FUTURE LEADERS,20,40.632148,-74.00754,"942 62ND ST BROOKLYN, NY 11219",0.98,2.79,3.48,3.135,3
665,P.S. 503: THE SCHOOL OF DISCOVERY,20,40.641937,-74.019313,"330 59TH ST BROOKLYN, NY 11220",0.95,2.24,2.5,2.37,3
666,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,20,40.641937,-74.019313,"330 59TH ST BROOKLYN, NY 11220",0.95,2.46,2.75,2.605,3
667,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,20,40.634787,-73.981631,"4200 16TH AVE BROOKLYN, NY 11204",0.94,2.66,2.58,2.62,3
668,THE ACADEMY OF TALENTED SCHOLARS,20,40.607008,-73.986852,"50 AVE P BROOKLYN, NY 11218",0.95,3.1,3.47,3.285,3
669,BROOKLYN SCHOOL OF INQUIRY,20,40.607008,-73.986852,"50 AVE P BROOKLYN, NY 11218",0.96,3.47,3.68,3.575,3
670,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,20,40.606942,-74.007327,"1664 BENSON AVE BROOKLYN, NY 11214",0.96,3.39,3.72,3.555,3
671,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",20,40.639505,-74.020291,"6214 4TH AVE BROOKLYN, NY 11220",0.97,2.32,2.88,2.5999999999999996,3
672,P.S. 90 EDNA COHEN SCHOOL,21,40.578198,-73.980151,"2840 W 12TH ST BROOKLYN, NY 11224",0.92,2.39,2.62,2.505,3
673,P.S. 095 THE GRAVESEND,21,40.595711,-73.975173,"345 VAN SICKLEN ST BROOKLYN, NY 11223",0.94,2.76,2.95,2.855,3
674,I.S. 096 SETH LOW,21,40.608043,-73.984972,"99 AVE P BROOKLYN, NY 11204",0.93,2.45,2.58,2.515,3
675,P.S. 97 THE HIGHLAWN,21,40.601211,-73.98564,"1855 STILLWELL AVE BROOKLYN, NY 11223",0.96,2.78,3.21,2.995,3
676,I.S. 98 BAY ACADEMY,21,40.583765,-73.954016,"1401 EMMONS AVE BROOKLYN, NY 11235",0.96,3.47,3.8,3.635,3
677,P.S. 099 ISAAC ASIMOV,21,40.621492,-73.966006,"1120 E 10TH ST BROOKLYN, NY 11230",0.92,2.62,2.86,2.74,3
678,P.S. 100 THE CONEY ISLAND SCHOOL,21,40.577556,-73.970791,"2951 W 3RD ST BROOKLYN, NY 11229",0.94,2.97,3.28,3.125,3
679,P.S. 101 THE VERRAZANO,21,40.597535,-73.991912,"2360 BENSON AVE BROOKLYN, NY 11214",0.96,2.85,3.27,3.06,3
680,P.S. 121 NELSON A. ROCKEFELLER,21,40.622876,-73.978774,"5301 20TH AVE BROOKLYN, NY 11204",0.95,2.68,2.95,2.8150000000000004,3
681,P.S. 128 BENSONHURST,21,40.604994,-73.995134,"2075 84TH ST BROOKLYN, NY 11214",0.96,2.45,2.8,2.625,3
682,P.S. 153 HOMECREST,21,40.601174,-73.960031,"1970 HOMECREST AVE BROOKLYN, NY 11229",0.95,2.6,2.85,2.725,3
683,P.S. 177 THE MARLBORO,21,40.608431,-73.974412,"346 AVE P BROOKLYN, NY 11204",0.95,2.53,2.85,2.69,3
684,P.S. 188 MICHAEL E. BERDY,21,40.576776,-74.000539,"3314 NEPTUNE AVE BROOKLYN, NY 11224",0.9,2.27,2.46,2.365,3
685,P.S. 199 FREDERICK WACHTEL,21,40.616567,-73.963134,"1100 ELM AVE BROOKLYN, NY 11230",0.94,2.8,3.08,2.94,3
686,P.S. 209 MARGARET MEAD,21,40.58677,-73.961478,"2609 E 7TH ST BROOKLYN, NY 11235",0.94,2.64,2.82,2.73,3
687,P.S. 212 LADY DEBORAH MOODY,21,40.587495,-73.985611,"87 BAY 49TH ST BROOKLYN, NY 11214",0.93,2.63,2.7,2.665,3
688,P.S. 215 MORRIS H. WEISS,21,40.602465,-73.970072,"415 AVE S BROOKLYN, NY 11223",0.94,2.95,3.28,3.115,3
689,P.S. 216 ARTURO TOSCANINI,21,40.590181,-73.969661,"350 AVE X BROOKLYN, NY 11223",0.95,2.69,2.84,2.7649999999999997,3
690,P.S. K225 - THE EILEEN E. ZAGLIN,21,40.57981,-73.95601,"1075 OCEANVIEW AVE BROOKLYN, NY 11235",0.93,2.51,2.64,2.575,3
691,P.S. 226 ALFRED DE B.MASON,21,40.615326,-73.976944,"6006 23RD AVE BROOKLYN, NY 11204",0.95,2.72,2.89,2.805,3
692,I.S. 228 DAVID A. BOODY,21,40.600816,-73.976838,"228 AVE S BROOKLYN, NY 11223",0.95,2.62,2.8,2.71,3
693,P.S. 238 ANNE SULLIVAN,21,40.608787,-73.964587,"1633 E 8TH ST BROOKLYN, NY 11223",0.94,2.42,2.49,2.455,3
694,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,21,40.57866,-73.992391,"2401 NEPTUNE AVE BROOKLYN, NY 11224",0.96,3.53,3.71,3.62,3
695,P.S. 253,21,40.580084,-73.961946,"601 OCEANVIEW AVE BROOKLYN, NY 11235",0.95,2.56,2.97,2.765,3
696,I.S. 281 JOSEPH B CAVALLARO,21,40.594445,-73.993819,"8787 24TH AVE BROOKLYN, NY 11214",0.94,2.72,2.97,2.845,3
